cin,company_name,entity_type,director_name,full_address,pincode,state_name,city,pan,industry,incorporation_date,last_annual_return,current_status
U44025KA7-14PTC262282,Jain Solutions,Llp,Kiran Jain,"No. 392, 3rd Layout, Brookefield, Bengaluru - 560010",560010,KARNATAKA,Bengaluru Rural,,technology,2010-07-14,2026-06-04,Active
U70536KA2004PTC268586,Kamath Services,Public Ltd,Priya Kamath,"No. 296, 4th Layout, Sarjapur Road, Bengaluru - 560037",560037,KARNATAKA,Bengaluru Rural,,trading,09/11/2004,26/01/2025,Active
U58471KA2022PTC909188,Tiwari Traders,Llp,Krishna Tiwari,"No. 430, 5th Avenue, Hoodi, Bengaluru - 560068",560068,KARNATAKA,Bengaluru Urban,ULMPU3160R,technology,02/06/2022,,Dissolved
U67873KA6-11PTC206688,Naidu Pvt Ltd,Pvt Ltd,,"No. 20, 4th Layout, Indiranagar, Bengaluru - 560058",560058,KARNATAKA,Bengaluru Urban,LMOTX0163Y,technology,2007-06-11,2026-12-03,Active
U60367KA2013PTC944637,Swamy Technologies,Llp,Krishna Swamy,"No. 160, 2nd Main Road, MG Road, Bengaluru - 560005",560005,KARNATAKA,Bengaluru Urban,UYJAI4237E,trading,18/09/2013,17/02/2026,Active
U73065KA2016PTC796862,Iyer Solutions,Llp,Vinod Iyer,"No. 92, 1st Avenue, Basavanagudi, Bengaluru - 560092",560092,KARNATAKA,Bengaluru Rural,MINAC8899I,services,11-03-2016,24/08/2026,Active
U79478KA2004PTC116720,Bhat Traders,Pvt Ltd,Sunil Bhat,"No. 243, 5th Avenue, Electronic City, Bengaluru - 560064",560064,KARNATAKA,Bengaluru Urban,IXXAA6024B,manufacturing,16-05-2004,,Active
U75962KA2003PTC987804,Patel Services,Public Ltd,Venkatesh Patel,"No. 137, 1st Main Road, Hoodi, Bengaluru - 560017",560017,KARNATAKA,Bengaluru Rural,,construction,11-11-2003,,Dissolved
U32643KA2015PTC448474,Prasad Technologies,Pvt Ltd,Seema Prasad,"No. 362, 3rd Main Road, JP Nagar, Bengaluru - 560004",560004,KARNATAKA,Bengaluru Rural,XECFS6010U,technology,25-08-2015,09-10-2026,Active
U69096KA2008PTC294968,Menon Manufacturing,Public Ltd,Sanjay Menon,"No. 248, 4th Cross, Malleshwaram, Bengaluru - 560078",560078,KARNATAKA,Bengaluru Urban,IXEFJ1574T,technology,25-11-2008,14-05-2023,Dormant under section 455
U42856KA4-12PTC242718,Singh Pvt Ltd,Partnership,,"No. 47, 2nd Main Road, Banashankari, Bengaluru - 560029",560029,KARNATAKA,Bengaluru Rural,IYZFZ7841A,construction,2014-04-12,01/12/2025,Active
U18860KA2-01PTC975387,Shah Mills,Pvt Ltd,Rajesh Shah,"No. 385, 4th Road, Mahadevapura, Bengaluru - 560079",560079,KARNATAKA,Bengaluru Urban,VSLHR0475H,manufacturing,2018-12-01,30-11-2026,Active
U72375KA2019PTC537852,Kamath Enterprises,Partnership,Lakshmi Kamath,"No. 206, 4th Avenue, Bellandur, Bengaluru - 560092",560092,KARNATAKA,Bengaluru Urban,,manufacturing,08-01-2019,2024-11-21,Dormant under section 455
U76053KA2010PTC976500,Reddy Technologies,Public Ltd,Priya Reddy,"No. 372, 1st Cross, Peenya, Bengaluru - 560050",,KARNATAKA,Bengaluru Rural,LHZTT2887Q,trading,07-12-2010,19-01-2024,Dormant under section 455
U77765KA2021PTC648736,Kumar & Co.,Llp,Anita Kumar,"No. 237, 5th Avenue, Marathahalli, Bengaluru - 560038",560038,KARNATAKA,Bengaluru Rural,MTLTW7266F,technology,02-05-2021,,Active
U58564KA2005PTC915184,Verma Industries,Llp,Varun Verma,"No. 190, 3rd Cross, Peenya, Bengaluru - 560102",,KARNATAKA,Bengaluru Rural,JLMTP2662B,services,27/11/2005,2025-05-07,Active
U28977KA2018PTC597303,Mishra Solutions,Llp,Neha Mishra,"No. 273, 4th Main Road, Bommanahalli, Bengaluru - 560066",560066,KARNATAKA,Bengaluru Rural,,manufacturing,03/10/2018,2026-10-14,Active
U68900KA2009PTC549906,Gowda Exports,Llp,Ajay Gowda,"No. 21, 3rd Layout, Brookefield, Bengaluru - 560100",560100,KARNATAKA,Bengaluru Rural,TRKAP8042W,services,04/06/2009,20-10-2026,Active
U52161KA8-03PTC531482,Jain Enterprises,Public Ltd,Kiran Jain,"No. 186, 3rd Cross, KR Puram, Bengaluru - 560048",560048,KARNATAKA,Bengaluru Urban,BXMCY2247W,services,2013-08-03,23/09/2025,Active
U54433KA2009PTC460984,Bhat Pvt Ltd,Partnership,Krishna Bhat,"No. 343, 1st Cross, MG Road, Bengaluru - 560050",560050,KARNATAKA,Bengaluru Urban,,technology,31/01/2009,13-02-2024,Dormant under section 455
U41619KA1-14PTC971548,Kamath Enterprises,Partnership,Sohan Kamath,"No. 308, 3rd Layout, Banashankari, Bengaluru - 560103",560103,KARNATAKA,Bengaluru Urban,MLMPR5520N,manufacturing,2021-11-14,06/06/2026,Active
U27070KA2011PTC577565,Pai Exports,Partnership,Neha Pai,"No. 53, 3rd Extension, Hebbal, Bengaluru - 560068",560068,KARNATAKA,Bengaluru Urban,METTJ0836F,trading,16/10/2011,13/09/2021,Dissolved
U29297KA2011PTC605566,Shah Manufacturing,Pvt Ltd,,"No. 473, 3rd Road, Yelahanka, Bengaluru - 560048",560048,KARNATAKA,Bengaluru Rural,PYYTM6942T,services,11-09-2011,26-10-2025,Active
U74237KA2014PTC546616,Kamath Brothers,Public Ltd,Pooja Kamath,"No. 498, 3rd Cross, Bellandur, Bengaluru - 560025",560025,KARNATAKA,Bengaluru Urban,,manufacturing,02-09-2014,12/08/2026,Active
U30658KA2006PTC746749,Kamath Agency,Llp,Sunita Kamath,"No. 38, 2nd Street, Malleshwaram, Bengaluru - 560092",560092,KARNATAKA,Bengaluru Rural,QTOAY1158S,trading,01/10/2006,30-10-2021,Dissolved
U85644KA2009PTC680343,Reddy Technologies,Llp,Raghav Reddy,"No. 168, 3rd Main Road, Koramangala, Bengaluru - 560047",560047,KARNATAKA,Bengaluru Urban,LRUAL8751E,manufacturing,10/05/2009,26/03/2026,Active
U11030KA2011PTC317401,Nair Exports,Pvt Ltd,Sanjay Nair,"No. 422, 2nd Layout, Banashankari, Bengaluru - 560079",560079,KARNATAKA,Bengaluru Urban,,construction,23-11-2011,27/01/2025,Active
U64160KA0-20PTC696261,Pillai Industries,Llp,Manoj Pillai,"No. 496, 4th Layout, Indiranagar, Bengaluru - 560005",,KARNATAKA,Bengaluru Rural,AMTCN0355F,construction,2008-10-20,2025-05-13,Active
U98946KA2008PTC516830,Gupta Technologies,Pvt Ltd,Neha Gupta,"No. 339, 2nd Extension, Basavanagudi, Bengaluru - 560055",560055,KARNATAKA,Bengaluru Urban,,construction,03-06-2008,10/04/2022,Struck Off
U69058KA2017PTC587119,Rao Associates,Partnership,Nagaraj Rao,"No. 401, 3rd Layout, Koramangala, Bengaluru - 560037",560037,KARNATAKA,Bengaluru Urban,ZLGHD7653F,technology,31-10-2017,2026-11-28,Active
U62436KA2014PTC303442,Murthy Works,Public Ltd,Deepa Murthy,"No. 53, 1st Street, Peenya, Bengaluru - 560030",560030,KARNATAKA,Bengaluru Rural,OPDTK8908I,trading,01/10/2014,15/09/2023,Dormant under section 455
U48168KA2001PTC711637,Pandey Trading Co.,Public Ltd,Priya Pandey,"No. 330, 1st Extension, ITPL Main Road, Bengaluru - 560076",560076,KARNATAKA,Bengaluru Urban,CCUCS4561Y,construction,02/09/2001,05-10-2024,Dormant under section 455
U59379KA2003PTC705628,Iyer Brothers,Llp,Ritu Iyer,"No. 142, 4th Avenue, HSR Layout, Bengaluru - 560047",560047,KARNATAKA,Bengaluru Urban,URAAF0909Z,services,27/12/2003,06-07-2026,Active
U68143KA2017PTC554275,Gupta Enterprises,Public Ltd,Lakshmi Gupta,"No. 113, 2nd Main Road, Varthur, Bengaluru - 560030",560030,KARNATAKA,Bengaluru Rural,,technology,04-12-2017,01-02-2026,Active
U14261KA2000PTC877448,Shetty Solutions,Partnership,Venkatesh Shetty,"No. 275, 3rd Road, Hebbal, Bengaluru - 560098",560098,KARNATAKA,Bengaluru Urban,GUJFN3993L,manufacturing,28-12-2000,2026-10-28,Active
U90711KA5-14PTC863916,Patil Technologies,Public Ltd,Ajay Patil,"No. 232, 3rd Extension, Bellandur, Bengaluru - 560029",560029,KARNATAKA,Bengaluru Rural,XMSPV3922X,trading,2005-05-14,27/06/2026,Active
U89260KA2004PTC335789,Tiwari Engineers,Llp,,"No. 357, 4th Main Road, JP Nagar, Bengaluru - 560053",560053,KARNATAKA,Bengaluru Rural,STGAY7116P,trading,20-03-2004,2026-09-13,Active
U21404KA2004PTC267840,Swamy Constructions,Pvt Ltd,Varun Swamy,"No. 447, 2nd Extension, Indiranagar, Bengaluru - 560047",560047,KARNATAKA,Bengaluru Rural,ZBJCA9503A,trading,31/10/2004,27-08-2024,Dormant under section 455
U49120KA2017PTC909924,Menon Brothers,Public Ltd,Sunita Menon,"No. 97, 4th Road, Hebbal, Bengaluru - 560034",560034,KARNATAKA,Bengaluru Rural,,technology,06-09-2017,17/10/2025,Active
U69318KA1-02PTC514326,Jain Trading Co.,Pvt Ltd,Nagaraj Jain,"No. 485, 1st Cross, BTM Layout, Bengaluru - 560003",560003,KARNATAKA,Bengaluru Urban,DTHTN4344K,technology,2002-01-02,2025-07-10,Active
U49809KA1-26PTC473185,Swamy Constructions,Llp,Neha Swamy,"No. 132, 4th Cross, Hoodi, Bengaluru - 560018",560018,KARNATAKA,Bengaluru Rural,GASPW7160D,construction,2004-11-26,2026-02-02,Active
U58973KA2012PTC124531,Sharma Technologies,Public Ltd,Pooja Sharma,"No. 180, 4th Main Road, Electronic City, Bengaluru - 560037",,KARNATAKA,Bengaluru Urban,CSBHT3747V,technology,28-11-2012,15/07/2026,Active
U64879KA6-29PTC884527,Gowda & Sons,Llp,Divya Gowda,"No. 322, 1st Extension, Brookefield, Bengaluru - 560030",560030,KARNATAKA,Bengaluru Urban,BRKAA6193E,trading,2021-06-29,2026-01-04,Active
U15845KA2016PTC672145,Pillai & Sons,Partnership,,"No. 107, 4th Layout, Basavanagudi, Bengaluru - 560085",560085,KARNATAKA,Bengaluru Rural,,technology,20/04/2016,23/02/2026,Active
U87990KA2005PTC148714,Murthy & Sons,Partnership,Nagaraj Murthy,"No. 483, 4th Road, Electronic City, Bengaluru - 560055",560055,KARNATAKA,Bengaluru Urban,QFDPR6387T,construction,09/11/2005,20-09-2026,Active
U41220KA2005PTC749798,Patel Brothers,Partnership,,"No. 244, 3rd Street, Yelahanka, Bengaluru - 560076",560076,KARNATAKA,Bengaluru Urban,TWRPC0983C,trading,31-01-2005,,Dissolved
U32721KA2000PTC264497,Verma Associates,Llp,Mukesh Verma,"No. 91, 2nd Extension, Koramangala, Bengaluru - 560048",560048,KARNATAKA,Bengaluru Rural,TDJHP1068O,technology,18-09-2000,,Struck Off
U42070KA2005PTC474887,Kamath Industries,Pvt Ltd,,"No. 67, 5th Road, Jayanagar, Bengaluru - 560071",560071,KARNATAKA,Bengaluru Urban,JGNAA4902J,construction,08/12/2005,2024-07-19,Dormant under section 455
U55095KA6-21PTC994966,Mishra Industries,Public Ltd,Sunita Mishra,"No. 122, 1st Avenue, ITPL Main Road, Bengaluru - 560073",560073,KARNATAKA,Bengaluru Urban,MGXTC8988A,manufacturing,2005-06-21,24-07-2023,Dormant under section 455
U47182KA6-01PTC444520,Prasad Works,Partnership,Rekha Prasad,"No. 375, 5th Avenue, Rajajinagar, Bengaluru - 560062",560062,KARNATAKA,Bengaluru Urban,,services,2014-06-01,13-10-2026,Active
U76098KA2021PTC952659,Shenoy Brothers,Pvt Ltd,Ramesh Shenoy,"No. 419, 4th Road, Brookefield, Bengaluru - 560079",560079,KARNATAKA,Bengaluru Rural,HKQCN2320V,construction,20/07/2021,16/05/2026,Active
U42191KA3-08PTC302111,Hegde Technologies,Llp,Vijay Hegde,"No. 448, 2nd Avenue, MG Road, Bengaluru - 560053",560053,KARNATAKA,Bengaluru Rural,OTFCB6483Z,manufacturing,2021-03-08,2025-07-22,Active
U65935KA2016PTC238687,Bhat Traders,Partnership,,"No. 266, 4th Avenue, HSR Layout, Bengaluru - 560017",560017,KARNATAKA,Bengaluru Urban,MEVAI2474F,trading,29-07-2016,2020-05-09,Under Liquidation
U94555KA6-22PTC341687,Shah Services,Llp,,"No. 324, 5th Main Road, ITPL Main Road, Bengaluru - 560043",560043,KARNATAKA,Bengaluru Urban,LKFFW2839P,manufacturing,2017-06-22,10-10-2023,Dormant under section 455
U31193KA2006PTC707951,Prasad Services,Llp,,"No. 32, 2nd Extension, Hoodi, Bengaluru - 560040",560040,KARNATAKA,Bengaluru Rural,DWBCH6384E,trading,15/08/2006,2026-07-23,Active
U88793KA1-12PTC744652,Mehta Constructions,Llp,,"No. 162, 4th Extension, Whitefield, Bengaluru - 560048",,KARNATAKA,Bengaluru Urban,,services,2002-11-12,15-04-2025,Active
U35963KA2014PTC178909,Tiwari Technologies,Public Ltd,Mukesh Tiwari,"No. 82, 1st Avenue, Yelahanka, Bengaluru - 560029",560029,KARNATAKA,Bengaluru Rural,ESCFL3474R,services,01/05/2014,12-10-2026,Active
U60322KA2006PTC291105,Kumar Manufacturing,Pvt Ltd,Arun Kumar,"No. 230, 1st Street, Varthur, Bengaluru - 560034",560034,KARNATAKA,Bengaluru Urban,BRAHN8495B,trading,15/07/2006,22/12/2023,Dormant under section 455
U54813KA8-02PTC752354,Pillai Engineers,Llp,Ritu Pillai,"No. 353, 1st Main Road, Banashankari, Bengaluru - 560102",560102,KARNATAKA,Bengaluru Rural,,services,2013-08-02,2025-04-09,Active
U40025KA2-27PTC204726,Deshmukh Services,Llp,Manoj Deshmukh,"No. 351, 2nd Extension, MG Road, Bengaluru - 560009",560009,KARNATAKA,Bengaluru Urban,GCGTU9472P,services,2013-02-27,08/09/2026,Active
U72056KA7-18PTC433973,Swamy Services,Public Ltd,Pramod Swamy,"No. 192, 5th Cross, Bommanahalli, Bengaluru - 560094",560094,KARNATAKA,Bengaluru Rural,SBCTL4529E,manufacturing,2000-07-18,30-09-2025,Active
U23485KA2016PTC248758,Patel Technologies,Partnership,Anita Patel,"No. 441, 1st Layout, Whitefield, Bengaluru - 560066",560066,KARNATAKA,Bengaluru Urban,NHVFH8814P,manufacturing,05/10/2016,19-08-2025,Active
U13466KA2006PTC104728,Kulkarni Industries,Public Ltd,Mukesh Kulkarni,"No. 75, 1st Cross, Brookefield, Bengaluru - 560098",560098,KARNATAKA,Bengaluru Rural,XMYAN6715J,construction,26/02/2006,10/12/2026,Active
U51340KA0-12PTC244104,Verma Exports,Llp,Arun Verma,"No. 347, 4th Cross, Peenya, Bengaluru - 560045",560045,KARNATAKA,Bengaluru Rural,ZNQPI6985H,services,2007-10-12,,Dormant under section 455
U40182KA2021PTC447985,Iyer Traders,Llp,Ganesh Iyer,"No. 495, 4th Avenue, Indiranagar, Bengaluru - 560037",560037,KARNATAKA,Bengaluru Rural,GPQFF8833W,manufacturing,16-12-2021,24/03/2026,Active
U23155KA3-11PTC710152,Reddy Engineers,Partnership,Ramesh Reddy,"No. 173, 5th Street, Indiranagar, Bengaluru - 560001",560001,KARNATAKA,Bengaluru Rural,IDDPB8252Z,services,2017-03-11,,Active
U73584KA2019PTC720001,Sharma Corporation,Llp,Seema Sharma,"No. 441, 5th Avenue, KR Puram, Bengaluru - 560055",560055,KARNATAKA,Bengaluru Rural,CTZFZ4082O,services,03-08-2019,22/01/2025,Active
U42941KA2004PTC237669,Tiwari Manufacturing,Llp,Mohan Tiwari,"No. 461, 2nd Layout, Rajajinagar, Bengaluru - 560098",560098,KARNATAKA,Bengaluru Rural,NKLCL1086F,construction,05/01/2004,23/08/2025,Active
U92350KA2021PTC936653,Singh Traders,Public Ltd,Ramesh Singh,"No. 269, 3rd Layout, Koramangala, Bengaluru - 560037",560037,KARNATAKA,Bengaluru Urban,JZMCH8658B,trading,03/02/2021,,Dissolved
U10973KA2006PTC417205,Iyer Mills,Llp,Manoj Iyer,"No. 440, 4th Main Road, Peenya, Bengaluru - 560018",560018,KARNATAKA,Bengaluru Urban,,services,08/08/2006,13-10-2020,Struck Off
U85311KA1-17PTC307905,Patil Mills,Llp,Mahesh Patil,"No. 281, 5th Extension, Brookefield, Bengaluru - 560094",560094,KARNATAKA,Bengaluru Urban,AFNPO4746J,trading,2009-11-17,2025-01-13,Active
U66360KA2012PTC471500,Pillai Agency,Partnership,,"No. 59, 1st Street, Hebbal, Bengaluru - 560095",560095,KARNATAKA,Bengaluru Rural,FOKCN5290C,technology,06-07-2012,2023-09-09,Dormant under section 455
U81159KA5-21PTC797840,Pillai Corporation,Llp,Sunil Pillai,"No. 358, 5th Extension, Indiranagar, Bengaluru - 560017",560017,KARNATAKA,Bengaluru Rural,,construction,2019-05-21,01/02/2025,Active
U75989KA2-04PTC923771,Pandey Industries,Public Ltd,Priya Pandey,"No. 408, 1st Main Road, Koramangala, Bengaluru - 560008",560008,KARNATAKA,Bengaluru Rural,YDGHM5482T,trading,2003-12-04,14/11/2025,Active
U32517KA2013PTC912476,Patel Traders,Public Ltd,Deepa Patel,"No. 237, 5th Avenue, Koramangala, Bengaluru - 560011",560011,KARNATAKA,Bengaluru Rural,CZCPT0978P,trading,29/09/2013,,Dormant under section 455
U12357KA2007PTC875585,Deshmukh Technologies,Pvt Ltd,Sunita Deshmukh,"No. 145, 3rd Street, Koramangala, Bengaluru - 560100",560100,KARNATAKA,Bengaluru Rural,,manufacturing,08/01/2007,2025-03-09,Active
U57502KA2015PTC419966,Patil Associates,Pvt Ltd,Rekha Patil,"No. 85, 3rd Layout, ITPL Main Road, Bengaluru - 560001",560001,KARNATAKA,Bengaluru Urban,AWGCP4978O,manufacturing,21-05-2015,2025-01-03,Active
U20505KA2020PTC923903,Reddy Agency,Partnership,Deepa Reddy,"No. 234, 1st Cross, Brookefield, Bengaluru - 560070",560070,KARNATAKA,Bengaluru Rural,,technology,25/02/2020,2026-10-30,Active
U11130KA2003PTC891655,Kulkarni Enterprises,Llp,,"No. 393, 3rd Avenue, ITPL Main Road, Bengaluru - 560100",560100,KARNATAKA,Bengaluru Urban,VRPHI0228H,manufacturing,29/07/2003,2026-05-07,Active
U63180KA2017PTC276163,Verma Enterprises,Llp,Pooja Verma,"No. 388, 4th Road, ITPL Main Road, Bengaluru - 560050",560050,KARNATAKA,Bengaluru Rural,YSXAZ9791K,technology,16/05/2017,2025-07-23,Active
U87199KA1-10PTC897420,Naidu Engineers,Pvt Ltd,Anita Naidu,"No. 284, 5th Street, Hebbal, Bengaluru - 560062",560062,KARNATAKA,Bengaluru Rural,,services,2017-01-10,2026-02-26,Active
U31302KA2004PTC357618,Rao Manufacturing,Pvt Ltd,Pooja Rao,"No. 94, 5th Main Road, Indiranagar, Bengaluru - 560043",560043,KARNATAKA,Bengaluru Urban,ZJMTJ4021C,technology,03/07/2004,11/02/2023,Dormant under section 455
U11762KA2004PTC734896,Gupta Agency,Llp,Arun Gupta,"No. 106, 4th Cross, Whitefield, Bengaluru - 560085",560085,KARNATAKA,Bengaluru Urban,,services,14/12/2004,2025-10-14,Active
U27613KA2021PTC529821,Kumar Associates,Llp,Manoj Kumar,"No. 1, 4th Main Road, Malleshwaram, Bengaluru - 560073",560073,KARNATAKA,Bengaluru Urban,XGGTR8599U,manufacturing,01-03-2021,08/09/2025,Active
U86115KA1-15PTC478857,Kulkarni Associates,Partnership,Priya Kulkarni,"No. 299, 2nd Extension, Peenya, Bengaluru - 560008",560008,KARNATAKA,Bengaluru Rural,UNQCB4217X,services,2007-01-15,2023-07-03,Dormant under section 455
U12459KA2009PTC852014,Patel Pvt Ltd,Partnership,Krishna Patel,"No. 88, 3rd Road, MG Road, Bengaluru - 560050",,KARNATAKA,Bengaluru Urban,VFHPV4607X,construction,02/09/2009,,Active
U42192KA2004PTC488744,Pillai Constructions,Public Ltd,Divya Pillai,"No. 203, 5th Street, Hebbal, Bengaluru - 560071",560071,KARNATAKA,Bengaluru Urban,,trading,12/03/2004,2026-07-17,Active
U85031KA2015PTC441379,Kamath Exprots,Public Ltd,Divya Kamath,"Number 471, 1st Layout, Varthur, Bengaluru - 560098",560098,KARNATAKA,Bengaluru Rural,AXYAR7080G,services,16/01/2015,,Active
U24591KA5-29PTC315572,Reddy Pv tLtd,Pvt Ltd,Neha Reddy,"No. 301, 2nd Avenue, BTM Layout, Bangalore - 560002",560002,KARNATAKA,Bengaluru Rural,ZZXPH2884B,technology,2002-05-29,,Active
U22209KA2017PTC556416,Jain Corporaiton,Pvt Ltd,N. Jain,"Number 396, 3rd Main Road, Mahadevapura, Bengaluru - 560073",560073,KARNATAKA,Bengaluru Rural,APSPH7422Y,manufacturing,04-02-2017,03/03/2026,Active
U33419KA3-11PTC586457,REDDY ENGINEERS,Partnership,R. Reddy,"No. 173, 5th St, Indiranagar, Bengaluru - 560001",560001,KARNATAKA,Bengaluru Rural,IDDPB8252Z,services,2017-03-11,2025-01-18,Active
U42900KA2012PTC733764,Shenoy Works,Partnership,"Shenoy, Rekha","No. 363, 3rd Main Road, HSR Layout, Bengaluru 560079",560079,KARNATAKA,Bengaluru Urban,,manufacturing,19/08/2012,12/11/2023,Dormant under section 455
U23118KA2-18PTC636448,Shenoy Enterprises,Partnership,S. Shenoy,"# 116, 4th Layout, Marathahalli, Bengaluru - 560094",,KARNATAKA,Bengaluru Rural,,trading,2004-12-18,17/05/2025,Active
U33953KA4-05PTC143176,Kumaar Engineers,Llp,"Kumar, Kiran","No. 4, 1st Streetreet, HSR Layout, Bengaluru - 560076",560076,KARNATAKA,Bengaluru Urban,ZYTTG7363Q,services,2018-04-05,06/11/2026,Active
U38707KA2001PTC381719,NAIDU & CO.,Public Ltd,R. Naidu,"No. 217, 1st Cross, Brookefield, Bengaluru - 560094",560094,KARNATAKA,Bengaluru Rural,RMCPC4731B,construction,06-03-2001,2021-07-01,Struck Off
U31693KA2002PTC476371,VERMA & SONS,Public Ltd,Sureshh Verma,"# 415, 3rd Layout, Electronic City, Bengaluru - 560010",560010,KARNATAKA,Bengaluru Urban,QPLAL3601B,services,21/12/2002,06-08-2025,Active
U46814KA3-20PTC821645,PANDEY WORKS,Public Ltd,Rajeshh Pandey,"No. 386, 4th Avenue, Rajajinagar, Bengaluru 560047",560047,KARNATAKA,Bengaluru Rural,DGSTG0454G,construction,2001-03-20,19/05/2025,Active
U54420KA2003PTC338169,Iye rBrothers,Llp,Ritu Iyer,"No. 142, 4th Avenue, HSR Layout, Bengaluru - 560047",560047,KARNATAKA,Bengaluru Urban,URAAF0909Z,services,27/12/2003,06-07-2026,Active
U46507KA2005PTC345844,Shetti Services,Llp,Sureesh Shetty,"No. 87, 1st Cross, Peenya, Bengaluru - 560076",560076,KARNATAKA,Bengaluru Urban,,construction,17-07-2005,2026-12-20,Active
U44321KA4-21PTC804602,Nair and Company,Partnership,"Nair, Nagaraj","Number 451, 5th Cross, KR Puram, Bengaluru - 560038",560038,KARNATAKA,Bengaluru Urban,YCHFB5858N,trading,2004-04-21,2026-06-05,Active
U78491KA4-12PTC374647,Singh Pvt. Ltd.,Partnership,M. Singh,"No. 47, 2nd Main Road, Banashankari, Bangalore - 560029",560029,KARNATAKA,Bengaluru Rural,IYZFZ7841A,construction,2014-04-12,01/12/2025,Active
U64276KA4-25PTC990324,TIWARI ENTERPRISES,Pvt Ltd,S. Tiwari,"# 233, 3rd Street, Indiranagar, Bengaluru - 560070",560070,KARNATAKA,Bengaluru Rural,TICPE7266M,construction,2018-04-25,08/02/2025,Active
U21420KA8-13PTC644700,Swamy & Co.,Llp,"Swamy, Lakshmi","Number 276, 1st Avenue, JP Nagar, Bengaluru - 560103",560103,KARNATAKA,Bengaluru Urban,YQZTO2632T,manufacturing,2016-08-13,,Active
U31880KA2001PTC704886,Bhat Trading Company,Partnership,Rameshh Bhat,"Number 484, 3rd Road, Koramangala, Bengaluru - 560043",,KARNATAKA,Bengaluru Rural,GECCT0912B,technology,23-01-2001,03-05-2024,Dormant under section 455
U12678KA2000PTC404145,RAO PVT LTD,Pvt Ltd,"Rao, Varun","No. 210,3rd Avenue,Yelahanka,Bengaluru - 560038",560038,KARNATAKA,Bengaluru Urban,NVYAI4057K,trading,11-12-2000,12-03-2020,Dissolved
U68223KA2014PTC379979,Shetty Corporation,Llp,"Shetty, Sunita","No. 425, 2nd Avenue, Malleshwaram, Bangalore - 560098",560098,KARNATAKA,Bengaluru Rural,JHOFW2595V,construction,06-09-2014,,Active
U12916KA2000PTC957130,Hegde Brohters,Pvt Ltd,"Hegde, Seema","No. 340,4th Main Road,Varthur,Bengaluru - 560092",560092,KARNATAKA,Bengaluru Urban,KIPTU3353I,technology,25/10/2000,,Active
U72308KA2013PTC702549,Swami Technologies,Llp,Krishhna Swamy,"No. 160, 2nd Main Rd, MG Road, Bengaluru - 560005",560005,KARNATAKA,Bengaluru Urban,UYJAI4237E,trading,18/09/2013,17/02/2026,Active
U53186KA2022PTC809102,Pandey & oC.,Public Ltd,Priya Pandey,"Number 227, 3rd Extension, Peenya, Bengaluru - 560011",560011,KARNATAKA,Bengaluru Rural,ORIAE6115J,services,22/12/2022,11-07-2026,Active
U77506KA2-30PTC827291,Jain Traders,Partnership,K. Jain,"Number 14, 2nd Main Road, Indiranagar, Bengaluru - 560025",560025,KARNATAKA,Bengaluru Rural,SSSFV2205P,trading,2019-12-30,22/04/2026,Active
U52290KA2016PTC989360,Pillai Exports,Pvt Ltd,,"No. 88,2nd Road,Indiranagar,Bengaluru - 560071",560071,KARNATAKA,Bengaluru Urban,OKPCF0550Z,manufacturing,22/07/2016,,Active
U94923KA7-02PTC998050,Tiwar iManufacturing,Llp,Seema Tiwari,"No. 121,3rd Main Road,Brookefield,Bengaluru - 560008",560008,KARNATAKA,Bengaluru Urban,RYRTH2367Z,trading,2004-07-02,2024-06-02,Dormant under section 455
U36992KA2012PTC295893,Swamy Soultions,Public Ltd,A. Swamy,"No. 319, 3rd Road, MG Road, Bengaluru - 560025",560025,KARNATAKA,Bengaluru Rural,JTXAV8117B,services,22-06-2012,2025-08-01,Active
