udyam_number,enterprise_name,applicant_name,premises_address,pin,state,district,mobile,email_address,nic_code,activity,established_date,last_activity_date,entity_status
UDYAM-KA-04-4721895,Singh & Co.,Ajay Singh,"No. 306, 5th Street, Varthur, Bengaluru - 560022",,KARNATAKA,Bengaluru Rural,7387659741,,17172,manufacturing,03-12-2013,22/04/2026,Active
UDYAM-KA-16-3632438,Kamath Agency,Pooja Kamath,"No. 434, 2nd Layout, Malleshwaram, Bengaluru - 560008",,KARNATAKA,Bengaluru Rural,8480183746,,61110,trading,20/10/2018,18-02-2024,Inactive
UDYAM-KA-15-8546565,Patil Constructions,Pramod Patil,"No. 116, 2nd Layout, Basavanagudi, Bengaluru - 560050",560050,KARNATAKA,Bengaluru Urban,6825453957,,13148,technology,2003-08-04,23/06/2024,Inactive
UDYAM-KA-01-3535839,Pandey Engineers,Priya Pandey,"No. 314, 3rd Main Road, Basavanagudi, Bengaluru - 560043",560043,KARNATAKA,Bengaluru Rural,8293144734,,77675,services,18-11-2005,13-04-2023,Inactive
UDYAM-KA-14-6995995,Gupta Technologies,Neha Gupta,"No. 339, 2nd Extension, Basavanagudi, Bengaluru - 560055",560055,KARNATAKA,Bengaluru Urban,6679068230,,19997,construction,03-06-2008,10/04/2022,Inactive
UDYAM-KA-02-4134709,Swamy Technologies,Krishna Swamy,"No. 160, 2nd Main Road, MG Road, Bengaluru - 560005",560005,Karnataka,Bengaluru Urban,6304135269,,74860,trading,18/09/2013,17/02/2026,Active
UDYAM-KA-10-9286479,Naidu & Sons,Pramod Naidu,"No. 227, 4th Road, JP Nagar, Bengaluru - 560043",560043,Karnataka,Bengaluru Urban,,,19535,technology,27/01/2021,,Active
UDYAM-KA-16-9487084,Jain Traders,Kavita Jain,"No. 464, 2nd Extension, Mahadevapura, Bengaluru - 560085",560085,Karnataka,Bengaluru Urban,9458244048,kavita.jain@yahoo.co.in,22310,trading,22-12-2009,11/01/2020,Inactive
UDYAM-KA-15-5302633,Naidu Works,Suresh Naidu,"No. 212, 1st Extension, JP Nagar, Bengaluru - 560009",560009,Karnataka,Bengaluru Urban,9796856438,,99188,construction,22-03-2021,2024-04-08,Inactive
UDYAM-KA-07-3845465,Prasad Corporation,Ritu Prasad,"No. 55, 1st Road, Brookefield, Bengaluru - 560017",560017,KARNATAKA,Bengaluru Rural,9750464988,,97416,services,27/07/2012,2026-08-14,Active
UDYAM-KA-19-8191627,Reddy Brothers,Deepa Reddy,"No. 439, 5th Street, Banashankari, Bengaluru - 560052",560052,KARNATAKA,Bengaluru Urban,6389365286,,10265,services,2000-05-10,18/08/2021,Inactive
UDYAM-KA-17-9322183,Menon Associates,Rekha Menon,"No. 191, 4th Road, HSR Layout, Bengaluru - 560050",560050,Karnataka,Bengaluru Urban,,,78570,construction,27/08/2018,14/07/2025,Active
UDYAM-KA-10-5320287,Murthy Industries,Rohan Murthy,"No. 387, 4th Cross, Varthur, Bengaluru - 560048",560048,KARNATAKA,Bengaluru Urban,8757149895,rohan.murthy@rediffmail.com,87318,manufacturing,2006-07-13,2024-06-13,Inactive
UDYAM-KA-10-8237736,Menon Associates,Vijay Menon,"No. 202, 3rd Road, ITPL Main Road, Bengaluru - 560038",560038,KARNATAKA,Bengaluru Urban,8659474268,,64292,construction,2013-08-01,07-06-2025,Active
UDYAM-KA-08-9296386,Naidu Mills,Rohan Naidu,"No. 418, 2nd Cross, Brookefield, Bengaluru - 560097",560097,Karnataka,Bengaluru Rural,6560693689,,88213,construction,25/09/2021,25/03/2023,Inactive
UDYAM-KA-13-2048737,Deshmukh Services,Manoj Deshmukh,"No. 351, 2nd Extension, MG Road, Bengaluru - 560009",560009,KARNATAKA,Bengaluru Urban,,manoj.deshmukh@outlook.com,25456,services,2013-02-27,08/09/2026,Active
UDYAM-KA-02-1277336,Mehta Engineers,Ramesh Mehta,"No. 235, 2nd Extension, Rajajinagar, Bengaluru - 560098",560098,Karnataka,Bengaluru Urban,6621277075,,62711,construction,2007-07-19,2026-05-01,Active
UDYAM-KA-22-3112948,Pandey Industries,Priya Pandey,"No. 408, 1st Main Road, Koramangala, Bengaluru - 560008",560008,KARNATAKA,Bengaluru Rural,6897610402,,31430,trading,2003-12-04,,Active
UDYAM-KA-21-8335729,Prasad Manufacturing,Mahesh Prasad,"No. 1, 5th Avenue, Banashankari, Bengaluru - 560098",560098,KARNATAKA,Bengaluru Urban,,mahesh.prasad@rediffmail.com,46598,construction,2005-09-16,24-01-2026,Active
UDYAM-KA-13-8705126,Gupta Agency,Arun Gupta,"No. 106, 4th Cross, Whitefield, Bengaluru - 560085",560085,KARNATAKA,Bengaluru Urban,8494241787,arun.gupta@rediffmail.com,88382,services,14/12/2004,2025-10-14,Active
UDYAM-KA-17-0688162,Rao Constructions,Ritu Rao,"No. 471, 3rd Cross, Mahadevapura, Bengaluru - 560055",560055,KARNATAKA,Bengaluru Rural,7825462675,,82712,trading,22-06-2000,,Active
UDYAM-KA-02-0513811,Verma Exports,Sohan Verma,"No. 452, 4th Layout, Peenya, Bengaluru - 560048",560048,KARNATAKA,Bengaluru Urban,6732308705,sohan.verma@outlook.com,65562,trading,19/10/2008,2026-08-07,Active
UDYAM-KA-17-8662090,Shah Agency,Anita Shah,"No. 185, 5th Avenue, Rajajinagar, Bengaluru - 560045",560045,KARNATAKA,Bengaluru Rural,9873260164,anita.shah@gmail.com,47249,services,29/11/2003,2025-11-18,Active
UDYAM-KA-06-7520469,Swamy Brothers,Neha Swamy,"No. 59, 3rd Street, Yelahanka, Bengaluru - 560025",560025,Karnataka,Bengaluru Rural,,,93470,services,2005-04-15,07/07/2025,Active
UDYAM-KA-24-8795419,Menon Corporation,Ganesh Menon,"No. 221, 3rd Street, Brookefield, Bengaluru - 560038",,KARNATAKA,Bengaluru Urban,,,15184,technology,2019-10-04,2021-04-23,Inactive
UDYAM-KA-21-4604581,Reddy Technologies,Priya Reddy,"No. 372, 1st Cross, Peenya, Bengaluru - 560050",560050,Karnataka,Bengaluru Rural,6417770997,,92531,trading,07-12-2010,19-01-2024,Inactive
UDYAM-KA-06-4771114,Swamy Agency,Sanjay Swamy,"No. 394, 3rd Cross, Koramangala, Bengaluru - 560003",560003,KARNATAKA,Bengaluru Rural,6878041834,sanjay.swamy@yahoo.co.in,23997,services,2002-08-11,,Active
UDYAM-KA-21-6909698,Sharma Pvt Ltd,Mukesh Sharma,"No. 205, 3rd Street, Brookefield, Bengaluru - 560038",560038,KARNATAKA,Bengaluru Rural,6557002893,mukesh.sharma@rediffmail.com,22597,services,22/09/2008,,Inactive
UDYAM-KA-05-0129314,Singh Brothers,Deepa Singh,"No. 415, 4th Layout, Hoodi, Bengaluru - 560060",560060,Karnataka,Bengaluru Rural,8218791751,,54991,construction,05/01/2020,06/10/2025,Active
UDYAM-KA-06-2348928,Tiwari Industries,Raghav Tiwari,"No. 244, 1st Cross, BTM Layout, Bengaluru - 560050",560050,KARNATAKA,Bengaluru Rural,,raghav.tiwari@rediffmail.com,46113,services,21-01-2013,2026-04-11,Active
UDYAM-KA-16-5481824,Agarwal Associates,Mukesh Agarwal,"No. 128, 5th Street, Electronic City, Bengaluru - 560010",560010,KARNATAKA,Bengaluru Urban,6734726871,mukesh.agarwal@outlook.com,86404,trading,26/08/2017,,Inactive
UDYAM-KA-09-1548025,Prasad Works,Rekha Prasad,"No. 375, 5th Avenue, Rajajinagar, Bengaluru - 560062",,KARNATAKA,Bengaluru Urban,6101115967,rekha.prasad@gmail.com,24333,services,2014-06-01,13-10-2026,Active
UDYAM-KA-26-1707583,Gowda & Sons,Divya Gowda,"No. 322, 1st Extension, Brookefield, Bengaluru - 560030",560030,KARNATAKA,Bengaluru Urban,9699626476,,50298,trading,2021-06-29,2026-01-04,Active
UDYAM-KA-25-7432245,Shetty Engineers,Lakshmi Shetty,"No. 391, 1st Road, Bellandur, Bengaluru - 560045",560045,Karnataka,Bengaluru Urban,6091494998,lakshmi.shetty@rediffmail.com,10910,services,09-03-2004,26/03/2025,Active
UDYAM-KA-16-8918108,Singh Pvt Ltd,Arun Singh,"No. 288, 1st Road, Yelahanka, Bengaluru - 560066",560066,KARNATAKA,Bengaluru Urban,7331336295,,72669,trading,27-04-2001,2021-04-06,Inactive
UDYAM-KA-20-7790690,Murthy Manufacturing,Pramod Murthy,"No. 426, 4th Road, Whitefield, Bengaluru - 560066",560066,Karnataka,Bengaluru Urban,6894333023,,19124,trading,2006-03-04,29-04-2026,Active
UDYAM-KA-04-4826779,Menon Works,Lakshmi Menon,"No. 52, 1st Road, Brookefield, Bengaluru - 560095",560095,KARNATAKA,Bengaluru Rural,9670273592,,88440,construction,07/04/2019,18/12/2025,Active
UDYAM-KA-09-3962710,Shenoy Pvt Ltd,Nagaraj Shenoy,"No. 44, 2nd Extension, Malleshwaram, Bengaluru - 560003",560003,KARNATAKA,Bengaluru Urban,6743671580,,93368,manufacturing,08/07/2007,05/11/2025,Active
UDYAM-KA-18-6878498,Nair Enterprises,Arun Nair,"No. 57, 3rd Extension, JP Nagar, Bengaluru - 560085",560085,Karnataka,Bengaluru Rural,8565650102,,14279,technology,09-08-2008,,Active
UDYAM-KA-04-3803692,Sharma & Sons,Ramesh Sharma,"No. 22, 3rd Extension, Peenya, Bengaluru - 560041",560041,KARNATAKA,Bengaluru Urban,7520734552,,38874,construction,05/12/2005,09-08-2026,Active
UDYAM-KA-30-9382581,Shah Engineers,Arun Shah,"No. 7, 5th Street, Indiranagar, Bengaluru - 560009",560009,KARNATAKA,Bengaluru Urban,8915346110,,81699,trading,20-07-2019,02/01/2022,Inactive
UDYAM-KA-22-2447947,Jain Technologies,Rekha Jain,"No. 318, 1st Avenue, Yelahanka, Bengaluru - 560043",560043,KARNATAKA,Bengaluru Rural,9413564474,rekha.jain@yahoo.co.in,66356,manufacturing,2001-05-20,2025-10-09,Active
UDYAM-KA-29-4018996,Kamath Works,Sanjay Kamath,"No. 23, 2nd Road, Brookefield, Bengaluru - 560068",560068,KARNATAKA,Bengaluru Rural,6533388926,,52665,services,18/05/2007,04-10-2026,Active
UDYAM-KA-12-8270946,Hegde Brothers,Seema Hegde,"No. 340, 4th Main Road, Varthur, Bengaluru - 560092",560092,KARNATAKA,Bengaluru Urban,7563179990,seema.hegde@outlook.com,79877,technology,25/10/2000,08/08/2025,Active
UDYAM-KA-19-0011119,Shenoy Enterprises,Sunita Shenoy,"No. 116, 4th Layout, Marathahalli, Bengaluru - 560094",560094,KARNATAKA,Bengaluru Rural,7385296417,sunita.shenoy@gmail.com,98405,trading,2004-12-18,17/05/2025,Active
UDYAM-KA-05-8721165,Tiwari Engineers,Vijay Tiwari,"No. 357, 4th Main Road, JP Nagar, Bengaluru - 560053",560053,KARNATAKA,Bengaluru Rural,,,16497,trading,20-03-2004,2026-09-13,Active
UDYAM-KA-23-3964500,Gowda Solutions,Sunil Gowda,"No. 208, 5th Street, Electronic City, Bengaluru - 560041",560041,Karnataka,Bengaluru Rural,9693294493,,15184,technology,06-02-2011,25-03-2023,Inactive
UDYAM-KA-05-7451758,Bhat Corporation,Pramod Bhat,"No. 400, 2nd Street, MG Road, Bengaluru - 560011",560011,KARNATAKA,Bengaluru Rural,6295917562,pramod.bhat@rediffmail.com,48701,construction,28-10-2002,2020-08-07,Inactive
UDYAM-KA-02-2349036,Patil Associates,Rekha Patil,"No. 85, 3rd Layout, ITPL Main Road, Bengaluru - 560001",560001,KARNATAKA,Bengaluru Urban,6830154221,,61730,manufacturing,21-05-2015,2025-01-03,Active
UDYAM-KA-12-3674287,Prasad Traders,Sohan Prasad,"No. 370, 2nd Street, Brookefield, Bengaluru - 560095",560095,KARNATAKA,Bengaluru Urban,9345702711,,73980,technology,2012-03-23,09/05/2026,Active
UDYAM-KA-11-0153517,Singh Engineers,Sanjay Singh,"No. 204, 2nd Main Road, Electronic City, Bengaluru - 560066",560066,KARNATAKA,Bengaluru Urban,7233872183,,42278,construction,26-12-2019,,Inactive
UDYAM-KA-17-0079985,Mehta & Sons,Nagaraj Mehta,"No. 259, 5th Layout, Yelahanka, Bengaluru - 560040",560040,Karnataka,Bengaluru Urban,9867724234,,24837,manufacturing,22/02/2019,2024-01-19,Inactive
UDYAM-KA-08-6682706,Jain Corporation,Neha Jain,"No. 396, 3rd Main Road, Mahadevapura, Bengaluru - 560073",560073,KARNATAKA,Bengaluru Rural,8954255716,,84129,manufacturing,04-02-2017,03/03/2026,Active
UDYAM-KA-27-8371622,Shenoy Works,Rekha Shenoy,"No. 363, 3rd Main Road, HSR Layout, Bengaluru - 560079",560079,KARNATAKA,Bengaluru Urban,,,67162,manufacturing,19/08/2012,,Inactive
UDYAM-KA-09-9363141,Agarwal Corporation,Seema Agarwal,"No. 107, 4th Cross, Varthur, Bengaluru - 560040",560040,Karnataka,Bengaluru Rural,,seema.agarwal@yahoo.co.in,96714,trading,25-11-2012,29-03-2026,Active
UDYAM-KA-26-1108791,Pillai Agency,Kavita Pillai,"No. 59, 1st Street, Hebbal, Bengaluru - 560095",560095,Karnataka,Bengaluru Rural,,kavita.pillai@rediffmail.com,27637,technology,06-07-2012,2023-09-09,Inactive
UDYAM-KA-02-4689805,Gupta & Co.,Rekha Gupta,"No. 364, 5th Avenue, Yelahanka, Bengaluru - 560071",,KARNATAKA,Bengaluru Urban,8135088354,,98732,manufacturing,13/10/2011,2022-08-25,Inactive
UDYAM-KA-15-2649654,Reddy Pvt Ltd,Neha Reddy,"No. 301, 2nd Avenue, BTM Layout, Bengaluru - 560002",560002,Karnataka,Bengaluru Rural,,,26127,technology,2002-05-29,19/03/2025,Active
UDYAM-KA-14-7784809,Kamath Solutions,Anita Kamath,"No. 32, 2nd Main Road, MG Road, Bengaluru - 560010",560010,KARNATAKA,Bengaluru Urban,6366528009,,40704,services,2014-11-15,,Active
UDYAM-KA-13-6416442,Pandey Technologies,Ramesh Pandey,"No. 103, 3rd Avenue, Jayanagar, Bengaluru - 560094",560094,KARNATAKA,Bengaluru Urban,7610725346,,38229,technology,28-08-2010,13/12/2024,Inactive
UDYAM-KA-25-0553933,Verma Agency,Manoj Verma,"No. 380, 4th Cross, Yelahanka, Bengaluru - 560085",560085,Karnataka,Bengaluru Rural,8775851056,,15409,construction,2019-09-03,26/08/2026,Active
UDYAM-KA-10-7251125,Bhat Pvt Ltd,Seema Bhat,"No. 258, 4th Cross, BTM Layout, Bengaluru - 560076",560076,KARNATAKA,Bengaluru Urban,,,22787,manufacturing,20/06/2020,29/12/2024,Inactive
UDYAM-KA-09-9303308,Murthy Industries,Nagaraj Murthy,"No. 152, 3rd Extension, Yelahanka, Bengaluru - 560017",560017,Karnataka,Bengaluru Rural,6063108727,,38601,services,26-04-2022,17/10/2025,Active
UDYAM-KA-03-1036735,Shetty Enterprises,Arun Shetty,"No. 357, 2nd Avenue, MG Road, Bengaluru - 560010",,KARNATAKA,Bengaluru Urban,,arun.shetty@outlook.com,53540,manufacturing,2007-06-14,,Inactive
UDYAM-KA-05-3090462,Hegde Pvt Ltd,Mahesh Hegde,"No. 468, 4th Main Road, ITPL Main Road, Bengaluru - 560071",560071,KARNATAKA,Bengaluru Rural,8472035918,,73165,construction,11/11/2020,15/11/2023,Inactive
UDYAM-KA-13-9092655,Rao Manufacturing,Kavita Rao,"No. 459, 2nd Road, Bommanahalli, Bengaluru - 560076",560076,KARNATAKA,Bengaluru Rural,8197184717,kavita.rao@yahoo.co.in,84736,construction,04-04-2012,12/07/2023,Inactive
UDYAM-KA-26-4813135,Shah Associates,Divya Shah,"No. 216, 5th Main Road, Banashankari, Bengaluru - 560008",560008,Karnataka,Bengaluru Rural,8880125971,,37239,construction,2007-06-28,27/06/2026,Active
UDYAM-KA-03-6460416,Shah Manufacturing,Raghav Shah,"No. 473, 3rd Road, Yelahanka, Bengaluru - 560048",560048,KARNATAKA,Bengaluru Rural,8809788555,raghav.shah@outlook.com,19391,services,11-09-2011,26-10-2025,Active
UDYAM-KA-10-7400299,Murthy Solutions,Varun Murthy,"No. 403, 3rd Avenue, JP Nagar, Bengaluru - 560066",560066,KARNATAKA,Bengaluru Urban,8368846023,varun.murthy@gmail.com,25729,construction,06-11-2012,2020-04-27,Inactive
UDYAM-KA-25-5918059,Reddy Works,Suresh Reddy,"No. 93, 4th Road, Banashankari, Bengaluru - 560045",560045,KARNATAKA,Bengaluru Rural,6210112034,suresh.reddy@yahoo.co.in,95562,manufacturing,2014-08-04,01/03/2025,Active
UDYAM-KA-14-7058514,Gupta Traders,Krishna Gupta,"No. 2, 2nd Main Road, Electronic City, Bengaluru - 560029",560029,KARNATAKA,Bengaluru Urban,8140091844,krishna.gupta@rediffmail.com,92877,technology,19-10-2010,30-01-2026,Active
UDYAM-KA-02-9542904,Sharma Technologies,Pooja Sharma,"No. 180, 4th Main Road, Electronic City, Bengaluru - 560037",560037,KARNATAKA,Bengaluru Urban,,,99763,technology,28-11-2012,15/07/2026,Active
UDYAM-KA-07-8358432,Swamy Constructions,Varun Swamy,"No. 447, 2nd Extension, Indiranagar, Bengaluru - 560047",560047,KARNATAKA,Bengaluru Rural,,varun.swamy@gmail.com,17259,trading,31/10/2004,,Inactive
UDYAM-KA-30-1664721,Singh Solutions,Mukesh Singh,"No. 316, 4th Road, MG Road, Bengaluru - 560092",560092,Karnataka,Bengaluru Rural,9658682751,mukesh.singh@outlook.com,66124,manufacturing,23/10/2020,2022-03-21,Inactive
UDYAM-KA-27-8016546,Bhat Manufacturing,Nagaraj Bhat,"No. 52, 2nd Cross, Rajajinagar, Bengaluru - 560078",560078,Karnataka,Bengaluru Urban,7105295618,,97597,manufacturing,02/10/2012,,Active
UDYAM-KA-12-9827653,Gowda Engineers,Raghav Gowda,"No. 161, 1st Road, Hoodi, Bengaluru - 560004",560004,KARNATAKA,Bengaluru Rural,8058008495,raghav.gowda@gmail.com,46762,technology,21-10-2018,20/06/2026,Active
UDYAM-KA-14-3702233,Patil Technologies,Ajay Patil,"No. 232, 3rd Extension, Bellandur, Bengaluru - 560029",560029,Karnataka,Bengaluru Rural,7275479589,,49297,trading,2005-05-14,,Active
UDYAM-KA-01-4107754,Murthy Enterprises,Sunita Murthy,"No. 41, 2nd Road, Whitefield, Bengaluru - 560048",560048,KARNATAKA,Bengaluru Urban,6117762437,sunita.murthy@gmail.com,78678,trading,2006-12-29,06-03-2020,Inactive
UDYAM-KA-05-4081725,Rao Enterprises,Arun Rao,"No. 351, 4th Avenue, Peenya, Bengaluru - 560068",560068,Karnataka,Bengaluru Urban,,,86774,construction,14/11/2018,21/12/2022,Inactive
UDYAM-KA-28-6377000,Singh & Sons,Sanjay Singh,"No. 340, 2nd Avenue, MG Road, Bengaluru - 560066",560066,Karnataka,Bengaluru Urban,8419697432,sanjay.singh@outlook.com,78830,services,10/11/2011,2026-11-16,Active
UDYAM-KA-16-9290287,Patil Brothers,Rajesh Patil,"No. 71, 3rd Cross, Marathahalli, Bengaluru - 560004",560004,KARNATAKA,Bengaluru Urban,9717492092,rajesh.patil@outlook.com,53315,construction,26/05/2004,2021-09-28,Inactive
UDYAM-KA-05-0691962,Pai & Sons,Divya Pai,"No. 163, 4th Extension, Jayanagar, Bengaluru - 560038",560038,KARNATAKA,Bengaluru Rural,9442829625,,59923,trading,31/03/2018,14-10-2026,Active
UDYAM-KA-23-7180150,Jain Technologies,Suresh Jain,"No. 404, 3rd Cross, Mahadevapura, Bengaluru - 560043",560043,Karnataka,Bengaluru Rural,7496109906,suresh.jain@rediffmail.com,38992,technology,2015-06-07,2026-08-20,Active
UDYAM-KA-07-4484289,Kumar Manufacturing,Arun Kumar,"No. 230, 1st Street, Varthur, Bengaluru - 560034",560034,Karnataka,Bengaluru Urban,,,54325,trading,15/07/2006,22/12/2023,Inactive
UDYAM-KA-30-4175969,Gowda & Co.,Ritu Gowda,"No. 328, 2nd Avenue, BTM Layout, Bengaluru - 560025",560025,KARNATAKA,Bengaluru Urban,7146468532,,59728,services,2020-05-18,04-01-2025,Active
UDYAM-KA-07-1533210,Kumar & Co.,Suresh Kumar,"No. 421, 2nd Street, Malleshwaram, Bengaluru - 560001",560001,KARNATAKA,Bengaluru Urban,8908670583,suresh.kumar@yahoo.co.in,30268,technology,20/09/2017,2025-08-07,Active
UDYAM-KA-26-9693143,Pillai Services,Pooja Pillai,"No. 151, 2nd Avenue, Basavanagudi, Bengaluru - 560045",560045,KARNATAKA,Bengaluru Rural,,,90241,construction,2012-09-07,06-02-2022,Inactive
UDYAM-KA-14-9707205,Iyer Traders,Ganesh Iyer,"No. 495, 4th Avenue, Indiranagar, Bengaluru - 560037",560037,KARNATAKA,Bengaluru Rural,9082495854,ganesh.iyer@rediffmail.com,52979,manufacturing,16-12-2021,,Active
UDYAM-KA-27-0909940,Swamy Services,Pramod Swamy,"No. 192, 5th Cross, Bommanahalli, Bengaluru - 560094",560094,KARNATAKA,Bengaluru Rural,9965102373,pramod.swamy@rediffmail.com,73283,manufacturing,2000-07-18,30-09-2025,Active
UDYAM-KA-12-1990335,Swamy Constructions,Ajay Swamy,"No. 373, 2nd Avenue, Whitefield, Bengaluru - 560068",560068,KARNATAKA,Bengaluru Urban,,,37363,manufacturing,2000-09-13,14-04-2025,Active
UDYAM-KA-09-2323360,Rao Associates,Deepa Rao,"No. 279, 5th Layout, Sarjapur Road, Bengaluru - 560060",560060,KARNATAKA,Bengaluru Urban,6283767032,deepa.rao@yahoo.co.in,94480,services,10/03/2018,30/03/2025,Active
UDYAM-KA-06-2472027,Menon Agency,Ajay Menon,"No. 270, 2nd Street, Hoodi, Bengaluru - 560009",560009,Karnataka,Bengaluru Urban,9308760201,ajay.menon@gmail.com,98975,manufacturing,07-03-2015,23/05/2025,Active
UDYAM-KA-24-0104898,Pandey Corporation,Arun Pandey,"No. 78, 4th Avenue, Hebbal, Bengaluru - 560037",560037,KARNATAKA,Bengaluru Urban,6218987005,arun.pandey@yahoo.co.in,27482,services,04-10-2018,,Active
UDYAM-KA-17-4887316,Tiwari Engineers,Mahesh Tiwari,"No. 459, 2nd Layout, HSR Layout, Bengaluru - 560029",560029,Karnataka,Bengaluru Urban,,,88642,services,05/11/2001,,Active
UDYAM-KA-10-7596448,Pandey & Co.,Priya Pandey,"No. 227, 3rd Extension, Peenya, Bengaluru - 560011",560011,KARNATAKA,Bengaluru Rural,6349490701,priya.pandey@rediffmail.com,41297,services,22/12/2022,11-07-2026,Active
UDYAM-KA-24-2618253,Nair Exports,Sanjay Nair,"No. 422, 2nd Layout, Banashankari, Bengaluru - 560079",560079,KARNATAKA,Bengaluru Urban,8997818114,,18834,construction,23-11-2011,27/01/2025,Active
UDYAM-KA-16-6714260,Pandey Agency,Mohan Pandey,"No. 144, 3rd Road, MG Road, Bengaluru - 560011",560011,KARNATAKA,Bengaluru Urban,7336367861,,38787,trading,28/11/2019,,Active
UDYAM-KA-28-8727844,Mehta Constructions,Krishna Mehta,"No. 162, 4th Extension, Whitefield, Bengaluru - 560048",560048,Karnataka,Bengaluru Urban,,,29127,services,2002-11-12,15-04-2025,Active
UDYAM-KA-27-0822258,Kamath Enterprises,Lakshmi Kamath,"No. 206, 4th Avenue, Bellandur, Bengaluru - 560092",560092,KARNATAKA,Bengaluru Urban,7471895778,lakshmi.kamath@rediffmail.com,44229,manufacturing,08-01-2019,2024-11-21,Inactive
UDYAM-KA-19-6798105,Iyer Mills,Manoj Iyer,"No. 440, 4th Main Road, Peenya, Bengaluru - 560018",560018,KARNATAKA,Bengaluru Urban,8098193204,,37533,services,08/08/2006,13-10-2020,Inactive
UDYAM-KA-07-6311495,Kulkarni Agency,Pooja Kulkarni,"No. 160, 3rd Avenue, Basavanagudi, Bengaluru - 560018",560018,KARNATAKA,Bengaluru Urban,9170044642,pooja.kulkarni@gmail.com,98653,trading,21/12/2004,30/08/2024,Inactive
UDYAM-KA-05-0703543,Nair & Co.,Nagaraj Nair,"No. 451, 5th Cross, KR Puram, Bengaluru - 560038",560038,KARNATAKA,Bengaluru Urban,,,11972,trading,2004-04-21,2026-06-05,Active
UDYAM-KA-22-4247901,Pillai & Sons,Anita Pillai,"No. 107, 4th Layout, Basavanagudi, Bengaluru - 560085",560085,Karnataka,Bengaluru Rural,6743333722,anita.pillai@yahoo.co.in,27124,technology,20/04/2016,23/02/2026,Active
UDYAM-KA-12-7034796,Singh Exports,Sunil Singh,"No. 489, 1st Layout, Yelahanka, Bengaluru - 560018",560018,KARNATAKA,Bengaluru Urban,,sunil.singh@rediffmail.com,28367,services,13-05-2021,20-05-2025,Active
UDYAM-KA-25-1570041,Reddy Solutions,Nagaraj Reddy,"No. 160, 1st Extension, Hoodi, Bengaluru - 560094",560094,KARNATAKA,Bengaluru Rural,8312341120,nagaraj.reddy@gmail.com,10179,services,18-09-2015,,Active
UDYAM-KA-11-4895148,Pai Constructions,Rohan Pai,"No. 396, 2nd Cross, Peenya, Bengaluru - 560008",560008,KARNATAKA,Bengaluru Urban,6295644356,rohan.pai@gmail.com,98825,trading,2016-02-05,02/05/2026,Active
UDYAM-KA-01-0704532,Bhat Traders,Sunita Bhat,"No. 46, 2nd Main Road, Brookefield, Bengaluru - 560048",560048,Karnataka,Bengaluru Rural,9639703151,sunita.bhat@outlook.com,83754,services,31/07/2015,22-01-2023,Inactive
UDYAM-KA-24-0599322,Swamy Corporation,Rajesh Swamy,"No. 393, 3rd Extension, Electronic City, Bengaluru - 560043",560043,KARNATAKA,Bengaluru Urban,,,40165,services,2011-02-18,2025-02-13,Active
UDYAM-KA-18-9940561,Iyer Corporation,Seema Iyer,"No. 259, 1st Street, Banashankari, Bengaluru - 560100",560100,KARNATAKA,Bengaluru Urban,,,52295,technology,28/06/2010,14-11-2026,Active
UDYAM-KA-21-1728521,Agarwal Manufacturing,Vinod Agarwal,"No. 236, 3rd Main Road, Basavanagudi, Bengaluru - 560050",560050,KARNATAKA,Bengaluru Rural,7683156836,,55617,trading,2021-08-10,,Active
UDYAM-KA-02-0201700,Shenoy Brothers,Pooja Shenoy,"No. 50, 1st Street, Indiranagar, Bengaluru - 560041",560041,KARNATAKA,Bengaluru Urban,7387562250,,67212,services,2005-05-25,2026-11-02,Active
UDYAM-KA-27-7563219,Swamy Corporation,Kiran Swamy,"No. 234, 2nd Road, Varthur, Bengaluru - 560097",560097,Karnataka,Bengaluru Rural,7018095025,kiran.swamy@outlook.com,29573,construction,16/04/2002,2023-03-16,Inactive
UDYAM-KA-22-1723146,Nair Mills,Krishna Nair,"No. 338, 1st Cross, Electronic City, Bengaluru - 560102",560102,KARNATAKA,Bengaluru Rural,9876210248,krishna.nair@gmail.com,36595,construction,20-09-2008,21/05/2024,Inactive
UDYAM-KA-14-1567141,Shenoy Solutions,Kiran Shenoy,"No. 499, 4th Avenue, Rajajinagar, Bengaluru - 560011",560011,KARNATAKA,Bengaluru Rural,7760494453,kiran.shenoy@gmail.com,76532,technology,11/12/2002,,Inactive
UDYAM-KA-02-4947746,Kumar Associates,Sohan Kumar,"No. 176, 2nd Layout, Koramangala, Bengaluru - 560009",560009,KARNATAKA,Bengaluru Urban,9580564091,,84853,services,17/07/2004,14/07/2025,Active
UDYAM-KA-07-3342126,Pillai Services,Neha Pillai,"No. 421, 3rd Extension, Brookefield, Bengaluru - 560002",560002,Karnataka,Bengaluru Urban,9031352803,neha.pillai@yahoo.co.in,13440,manufacturing,2021-08-23,08-12-2026,Active
UDYAM-KA-18-3479249,Verma Exports,Arun Verma,"No. 347, 4th Cross, Peenya, Bengaluru - 560045",560045,Karnataka,Bengaluru Rural,6616786167,,54532,services,2007-10-12,26-10-2023,Inactive
UDYAM-KA-23-2515764,Menon Industries,Pramod Menon,"No. 321, 4th Extension, Indiranagar, Bengaluru - 560103",560103,Karnataka,Bengaluru Urban,9993867080,pramod.menon@outlook.com,84771,manufacturing,03-07-2002,26/01/2026,Active
