gstin,pan_number,business_name,proprietor,registered_address,pin_code,state,district_name,constitution,business_activity,contact_number,email_id,date_of_registration,last_return_date,registration_status
29VGHAV8577X6ZM,VGHAV8577X,Tiwari Exports,Rajesh Tiwari,"No. 1, 1st Road, Hebbal, Bengaluru - 560018",560018,Karnataka,Bengaluru Rural,partnership,services,+916671371194,rajesh.tiwari@yahoo.co.in,24-08-2002,16/07/2025,ACTIVE
,ZWLAD8123I,Menon Works,,"No. 52, 1st Road, Brookefield, Bengaluru - 560095",560095,Karnataka,Bengaluru Rural,pvt_ltd,construction,+919670273592,,07/04/2019,18/12/2025,Live
29VYRHT0331OPZ8,VYRHT0331O,Naidu Mills,,"No. 418, 2nd Cross, Brookefield, Bengaluru - 560097",560097,Karnataka,Bengaluru Rural,partnership,construction,+916560693689,,25/09/2021,25/03/2023,Dormant
29LYYTW9721EWZ2,LYYTW9721E,Singh Exports,Sunil Singh,"No. 489, 1st Layout, Yelahanka, Bengaluru - 560018",560018,Karnataka,Bengaluru Urban,pvt_ltd,services,,sunil.singh@rediffmail.com,13-05-2021,20-05-2025,Registered
29QMUFH9766MOZZ,QMUFH9766M,Pillai Manufacturing,Divya Pillai,"No. 58, 1st Cross, Koramangala, Bengaluru - 560040",560040,Karnataka,Bengaluru Urban,pvt_ltd,trading,+919513373513,divya.pillai@outlook.com,31-08-2005,2024-08-27,Dormant
29CAWFE8226E9Z2,CAWFE8226E,Agarwal Mills,Divya Agarwal,"No. 294, 4th Street, Varthur, Bengaluru - 560038",560038,Karnataka,Bengaluru Urban,llp,services,+916290817892,,29/07/2017,2020-11-22,Dissolved
29OIRFY3072GZZP,OIRFY3072G,Mehta Engineers,Ramesh Mehta,"No. 235, 2nd Extension, Rajajinagar, Bengaluru - 560098",560098,Karnataka,Bengaluru Urban,llp,construction,,ramesh.mehta@yahoo.co.in,2007-07-19,2026-05-01,Registered
29YDNFS4172DVZJ,YDNFS4172D,Singh Agency,Vijay Singh,"No. 335, 4th Cross, Sarjapur Road, Bengaluru - 560038",560038,Karnataka,Bengaluru Urban,partnership,technology,,vijay.singh@gmail.com,22/03/2017,07/06/2022,Deregistered
29OCBAF4738ZVZ4,OCBAF4738Z,Naidu Services,Divya Naidu,"No. 356, 2nd Road, Mahadevapura, Bengaluru - 560022",560022,Karnataka,Bengaluru Rural,partnership,technology,+917112158095,,23-12-2018,2025-11-04,Live
29YNUTR4565LWZD,YNUTR4565L,Menon Trading Co.,,"No. 439, 2nd Main Road, Rajajinagar, Bengaluru - 560017",560017,Karnataka,Bengaluru Urban,public_ltd,services,+917274526149,,2009-02-20,03-10-2025,ACTIVE
29SFJTU8641Z1ZF,SFJTU8641Z,Naidu Constructions,Divya Naidu,"No. 209, 1st Cross, Bommanahalli, Bengaluru - 560095",560095,Karnataka,Bengaluru Urban,public_ltd,services,+917971720929,,01-10-2013,2024-05-16,Dormant
29NSWAI6819MYZZ,NSWAI6819M,Tiwari Works,,"No. 352, 5th Street, MG Road, Bengaluru - 560037",560037,Karnataka,Bengaluru Urban,llp,services,+918152963764,,17/11/2015,10/10/2025,active
29NSYCJ6037C4ZF,NSYCJ6037C,Gowda Industries,Deepa Gowda,"No. 414, 1st Layout, Hebbal, Bengaluru - 560071",560071,Karnataka,Bengaluru Urban,pvt_ltd,technology,+916466510180,deepa.gowda@outlook.com,15-12-2010,24-06-2024,Default in Filing
29PPZTY5208Q3ZR,PPZTY5208Q,Murthy Brothers,,"No. 128, 5th Avenue, Bellandur, Bengaluru - 560045",,Karnataka,Bengaluru Urban,public_ltd,construction,,,2021-11-25,23/09/2026,Registered
29IJATF4041Q9ZQ,IJATF4041Q,Shenoy Enterprises,Sunita Shenoy,"No. 116, 4th Layout, Marathahalli, Bengaluru - 560094",560094,Karnataka,Bengaluru Rural,partnership,trading,,,2004-12-18,17/05/2025,active
29KIATG9991P8ZK,KIATG9991P,Pai & Sons,Anita Pai,"No. 406, 1st Main Road, Indiranagar, Bengaluru - 560010",560010,Karnataka,Bengaluru Urban,llp,manufacturing,+917572639742,,11-02-2011,2026-06-08,Registered
29GTWTH6447DWZB,GTWTH6447D,Hegde Corporation,Divya Hegde,"No. 20, 3rd Main Road, JP Nagar, Bengaluru - 560011",560011,Karnataka,Bengaluru Urban,llp,technology,+916018357924,divya.hegde@gmail.com,26/04/2002,08/01/2026,Active
29YSGPF0072P6ZR,YSGPF0072P,Shenoy Brothers,Pooja Shenoy,"No. 50, 1st Street, Indiranagar, Bengaluru - 560041",560041,Karnataka,Bengaluru Urban,public_ltd,services,+917387562250,pooja.shenoy@gmail.com,2005-05-25,2026-11-02,Live
,FLCAT3792X,Iyer Constructions,Ritu Iyer,"No. 323, 1st Layout, Yelahanka, Bengaluru - 560048",,Karnataka,Bengaluru Urban,llp,construction,+916495056105,ritu.iyer@yahoo.co.in,2003-05-13,06/06/2026,Registered
29OKPCF0550ZWZX,OKPCF0550Z,Pillai Exports,Rohan Pillai,"No. 88, 2nd Road, Indiranagar, Bengaluru - 560071",560071,Karnataka,Bengaluru Urban,pvt_ltd,manufacturing,+917018927628,rohan.pillai@gmail.com,22/07/2016,24-12-2026,active
29GDXFK9603XBZG,GDXFK9603X,Rao & Sons,Sohan Rao,"No. 310, 5th Main Road, Sarjapur Road, Bengaluru - 560085",560085,Karnataka,Bengaluru Rural,llp,manufacturing,,,21/02/2008,2025-06-30,ACTIVE
,OYEFA3886G,Menon Agency,Ajay Menon,"No. 270, 2nd Street, Hoodi, Bengaluru - 560009",560009,Karnataka,Bengaluru Urban,proprietorship,manufacturing,+919308760201,ajay.menon@gmail.com,07-03-2015,23/05/2025,Live
,TXVFK4252R,Jain Solutions,,"No. 1, 2nd Road, Whitefield, Bengaluru - 560053",560053,Karnataka,Bengaluru Urban,proprietorship,services,+916332966794,venkatesh.jain@gmail.com,22/08/2012,2025-12-08,ACTIVE
29JYCPT1431NJZI,,Rao Manufacturing,Lakshmi Rao,"No. 478, 3rd Avenue, Basavanagudi, Bengaluru - 560094",560094,Karnataka,Bengaluru Urban,llp,technology,+919897114798,lakshmi.rao@gmail.com,2012-06-28,2025-05-11,Registered
29TJMHW9661UOZQ,TJMHW9661U,Shenoy Constructions,Raghav Shenoy,"No. 43, 5th Street, JP Nagar, Bengaluru - 560030",560030,Karnataka,Bengaluru Rural,partnership,trading,+918720905990,raghav.shenoy@rediffmail.com,21/03/2013,19/07/2026,ACTIVE
29GVBCD9730N6Z4,GVBCD9730N,Murthy Enterprises,Sunita Murthy,"No. 41, 2nd Road, Whitefield, Bengaluru - 560048",560048,Karnataka,Bengaluru Urban,proprietorship,trading,+916117762437,sunita.murthy@gmail.com,2006-12-29,06-03-2020,Deregistered
,TNAHV9472S,Pandey Technologies,Varun Pandey,"No. 29, 2nd Layout, Mahadevapura, Bengaluru - 560052",560052,Karnataka,Bengaluru Urban,proprietorship,manufacturing,+919843681861,varun.pandey@gmail.com,08-04-2016,2023-12-10,Dormant
29GECCT0912B5Z2,,Bhat Trading Co.,,"No. 484, 3rd Road, Koramangala, Bengaluru - 560043",560043,Karnataka,Bengaluru Rural,partnership,technology,+917953331638,ramesh.bhat@gmail.com,23-01-2001,03-05-2024,Dormant
,WAETO0692G,Shah Agency,Anita Shah,"No. 185, 5th Avenue, Rajajinagar, Bengaluru - 560045",,Karnataka,Bengaluru Rural,pvt_ltd,services,+919873260164,anita.shah@gmail.com,29/11/2003,2025-11-18,Live
29YEHFL0172PSZ8,YEHFL0172P,Reddy Brothers,Deepa Reddy,"No. 439, 5th Street, Banashankari, Bengaluru - 560052",560052,Karnataka,Bengaluru Urban,public_ltd,services,,deepa.reddy@gmail.com,2000-05-10,18/08/2021,Cancelled
,EKBHO6345O,Rao & Sons,Vinod Rao,"No. 169, 1st Cross, JP Nagar, Bengaluru - 560025",560025,Karnataka,Bengaluru Rural,pvt_ltd,manufacturing,,vinod.rao@outlook.com,17/04/2019,2025-08-05,ACTIVE
29YRHTF0042WQZX,YRHTF0042W,Iyer Pvt Ltd,Ramesh Iyer,"No. 176, 3rd Main Road, Banashankari, Bengaluru - 560008",560008,Karnataka,Bengaluru Urban,public_ltd,manufacturing,,,27/06/2006,2023-11-21,Inactive
29DLDFD7627O8ZS,,Reddy Services,,"No. 280, 2nd Extension, Varthur, Bengaluru - 560053",560053,Karnataka,Bengaluru Rural,llp,construction,+918399508085,arun.reddy@gmail.com,28/07/2018,10/07/2026,Registered
29NTCCO4155MRZI,NTCCO4155M,Singh Solutions,Mukesh Singh,"No. 316, 4th Road, MG Road, Bengaluru - 560092",560092,Karnataka,Bengaluru Rural,pvt_ltd,manufacturing,+919658682751,,23/10/2020,2022-03-21,Struck Off
,YUNFV2874H,Kumar Technologies,,"No. 308, 3rd Cross, Hoodi, Bengaluru - 560068",560068,Karnataka,Bengaluru Urban,pvt_ltd,construction,+916291688516,sanjay.kumar@yahoo.co.in,08/02/2007,2026-12-29,Live
29NQUTI8130A9Z1,NQUTI8130A,Pandey Enterprises,Anita Pandey,"No. 324, 3rd Main Road, Sarjapur Road, Bengaluru - 560060",560060,Karnataka,Bengaluru Urban,proprietorship,technology,+918252777629,anita.pandey@gmail.com,22/12/2004,2020-09-08,Cancelled
,DGEPP8921Z,Patel Services,Manoj Patel,"No. 325, 4th Avenue, Malleshwaram, Bengaluru - 560050",560050,Karnataka,Bengaluru Urban,public_ltd,services,+918296681339,manoj.patel@gmail.com,2011-06-01,31-01-2025,Live
,,Singh Brothers,Deepa Singh,"No. 415, 4th Layout, Hoodi, Bengaluru - 560060",560060,Karnataka,Bengaluru Rural,llp,construction,+918218791751,,05/01/2020,06/10/2025,Registered
29QPLAL3601BGZQ,QPLAL3601B,Verma & Sons,,"No. 415, 3rd Layout, Electronic City, Bengaluru - 560010",560010,Karnataka,Bengaluru Urban,public_ltd,services,+917223130672,suresh.verma@rediffmail.com,21/12/2002,06-08-2025,ACTIVE
29FOSTC5664K3ZV,FOSTC5664K,Gupta & Co.,Divya Gupta,"No. 88, 5th Cross, Yelahanka, Bengaluru - 560010",560010,Karnataka,Bengaluru Rural,proprietorship,trading,+918526899284,,11/02/2003,02-03-2026,ACTIVE
29HIIPR7402O7ZN,HIIPR7402O,Pillai Trading Co.,Rajesh Pillai,"No. 166, 4th Main Road, Indiranagar, Bengaluru - 560011",560011,Karnataka,Bengaluru Urban,pvt_ltd,manufacturing,+919193999827,,14/05/2003,20/09/2026,Active
29HEDHD1878N7ZX,,Bhat Works,Rohan Bhat,"No. 375, 4th Main Road, Brookefield, Bengaluru - 560043",560043,Karnataka,Bengaluru Urban,partnership,manufacturing,+917773826860,rohan.bhat@outlook.com,03-08-2000,2026-01-30,active
,MIVAQ8734E,Mishra & Sons,Pramod Mishra,"No. 104, 4th Main Road, Peenya, Bengaluru - 560079",560079,Karnataka,Bengaluru Urban,pvt_ltd,services,+917469514110,,13/04/2001,08/04/2024,Inactive
29GYCHG1550I3ZO,GYCHG1550I,Jain Services,Ajay Jain,"No. 142, 5th Extension, Mahadevapura, Bengaluru - 560022",560022,Karnataka,Bengaluru Rural,public_ltd,services,+916102118525,,23/02/2018,14-08-2025,Live
,VRMCZ2672A,Bhat Exports,Mohan Bhat,"No. 349, 1st Main Road, Malleshwaram, Bengaluru - 560018",560018,Karnataka,Bengaluru Urban,pvt_ltd,technology,+917810431206,,03-04-2021,11/09/2025,active
29CVOFH5110JLZS,CVOFH5110J,Verma Constructions,Sohan Verma,"No. 130, 3rd Layout, Hebbal, Bengaluru - 560094",560094,Karnataka,Bengaluru Urban,llp,services,+917335688425,sohan.verma@gmail.com,17-11-2009,01/01/2022,Closed
29APSHL2093DYZS,APSHL2093D,Swamy Manufacturing,,"No. 302, 4th Cross, JP Nagar, Bengaluru - 560045",560045,Karnataka,Bengaluru Rural,partnership,construction,+918053644972,,01-12-2020,24-10-2025,active
,OEMPZ2428D,Patil Brothers,Rajesh Patil,"No. 71, 3rd Cross, Marathahalli, Bengaluru - 560004",560004,Karnataka,Bengaluru Urban,llp,construction,+919717492092,rajesh.patil@outlook.com,26/05/2004,2021-09-28,Cancelled
29ORIAE6115JJZT,ORIAE6115J,Pandey & Co.,Priya Pandey,"No. 227, 3rd Extension, Peenya, Bengaluru - 560011",560011,Karnataka,Bengaluru Rural,public_ltd,services,,priya.pandey@rediffmail.com,22/12/2022,11-07-2026,Active
,WBVCM6475B,Rao Associates,,"No. 247, 3rd Avenue, KR Puram, Bengaluru - 560040",560040,Karnataka,Bengaluru Urban,pvt_ltd,trading,+919767021742,priya.rao@yahoo.co.in,15/04/2000,2025-07-25,active
,BDWAD2105M,Tiwari Works,Rekha Tiwari,"No. 134, 5th Street, Bommanahalli, Bengaluru - 560034",560034,Karnataka,Bengaluru Rural,proprietorship,trading,,,10/02/2022,05/02/2024,Default in Filing
,SCKHE0450J,Reddy Brothers,,"No. 235, 3rd Road, Hoodi, Bengaluru - 560060",560060,Karnataka,Bengaluru Urban,partnership,construction,+917582955116,anita.reddy@rediffmail.com,26-06-2012,2026-02-08,Registered
29XQJHT6597QKZM,XQJHT6597Q,Tiwari Industries,,"No. 82, 2nd Road, Hoodi, Bengaluru - 560002",560002,Karnataka,Bengaluru Urban,proprietorship,construction,+916947987281,mahesh.tiwari@outlook.com,11-10-2002,08-02-2025,ACTIVE
29BTPPF3639SCZG,BTPPF3639S,Jain Corporation,Arun Jain,"No. 223, 5th Avenue, Electronic City, Bengaluru - 560102",560102,Karnataka,Bengaluru Urban,partnership,trading,,,2022-04-04,07/08/2024,Suspended
,NJXCZ0430C,Rao Solutions,Lakshmi Rao,"No. 308, 5th Cross, Jayanagar, Bengaluru - 560030",560030,Karnataka,Bengaluru Urban,public_ltd,technology,,lakshmi.rao@yahoo.co.in,06/06/2022,28-02-2025,Active
,SCMFU0323Y,Shah Trading Co.,Mohan Shah,"No. 413, 5th Extension, Koramangala, Bengaluru - 560064",560064,Karnataka,Bengaluru Urban,public_ltd,construction,+917995605920,mohan.shah@gmail.com,07-02-2010,05/05/2026,ACTIVE
29UWFPA7858V1ZZ,UWFPA7858V,Pandey & Sons,,"No. 219, 5th Main Road, Varthur, Bengaluru - 560055",560055,Karnataka,Bengaluru Urban,public_ltd,technology,+916169339200,anita.pandey@outlook.com,2002-01-20,2021-05-26,Cancelled
29BDEPK3622T7Z4,,Nair Works,Ritu Nair,"No. 366, 3rd Cross, Yelahanka, Bengaluru - 560030",560030,Karnataka,Bengaluru Rural,public_ltd,services,,ritu.nair@yahoo.co.in,05/05/2010,2023-08-04,Dormant
29JVDCW4790BOZJ,JVDCW4790B,Gupta Traders,Vijay Gupta,"No. 442, 4th Layout, MG Road, Bengaluru - 560064",560064,Karnataka,Bengaluru Rural,public_ltd,trading,+919236560799,vijay.gupta@rediffmail.com,2009-09-17,29/09/2026,ACTIVE
,WUYPZ1376R,Pandey Agency,Mohan Pandey,"No. 144, 3rd Road, MG Road, Bengaluru - 560011",560011,Karnataka,Bengaluru Urban,partnership,trading,,,28/11/2019,10/01/2025,Registered
29AJQAG4508R4ZS,AJQAG4508R,Gupta Manufacturing,Lakshmi Gupta,"No. 323, 2nd Main Road, HSR Layout, Bengaluru - 560011",560011,Karnataka,Bengaluru Urban,proprietorship,trading,+918106850707,lakshmi.gupta@rediffmail.com,07-11-2015,2024-09-06,Inactive
,JCLAC2338N,Jain Technologies,,"No. 404, 3rd Cross, Mahadevapura, Bengaluru - 560043",560043,Karnataka,Bengaluru Rural,public_ltd,technology,,suresh.jain@rediffmail.com,2015-06-07,2026-08-20,Registered
29RDTTC9995SQZY,,Gowda Traders,Krishna Gowda,"No. 267, 4th Cross, Peenya, Bengaluru - 560094",560094,Karnataka,Bengaluru Rural,llp,construction,+918822273471,krishna.gowda@yahoo.co.in,2016-03-26,2026-06-02,active
,XQPHZ4581R,Shah Associates,Divya Shah,"No. 216, 5th Main Road, Banashankari, Bengaluru - 560008",560008,Karnataka,Bengaluru Rural,proprietorship,construction,+918880125971,divya.shah@gmail.com,2007-06-28,27/06/2026,active
29XJKAH7188S6Z2,XJKAH7188S,Verma Agency,,"No. 380, 4th Cross, Yelahanka, Bengaluru - 560085",,Karnataka,Bengaluru Rural,pvt_ltd,construction,,,2019-09-03,26/08/2026,Active
29YCHFB5858NOZK,YCHFB5858N,Nair & Co.,Nagaraj Nair,"No. 451, 5th Cross, KR Puram, Bengaluru - 560038",560038,Karnataka,Bengaluru Urban,partnership,trading,,nagaraj.nair@yahoo.co.in,2004-04-21,2026-06-05,Registered
29AXYAR7080GRZS,AXYAR7080G,Kamath Exports,Divya Kamath,"No. 471, 1st Layout, Varthur, Bengaluru - 560098",560098,Karnataka,Bengaluru Rural,public_ltd,services,+916289713077,,16/01/2015,10-06-2026,Registered
,USIPN1751R,Pandey Corporation,Arun Pandey,"No. 78, 4th Avenue, Hebbal, Bengaluru - 560037",560037,Karnataka,Bengaluru Urban,proprietorship,services,,,04-10-2018,25-01-2026,ACTIVE
29PQMTF8886PPZM,PQMTF8886P,Jain Solutions,Kiran Jain,"No. 392, 3rd Layout, Brookefield, Bengaluru - 560010",560010,Karnataka,Bengaluru Rural,llp,technology,,kiran.jain@outlook.com,2010-07-14,2026-06-04,Registered
29XUBFI6484IHZV,XUBFI6484I,Agarwal Agency,Manoj Agarwal,"No. 449, 2nd Extension, KR Puram, Bengaluru - 560030",560030,Karnataka,Bengaluru Urban,proprietorship,technology,+919963607807,manoj.agarwal@rediffmail.com,17-03-2002,2026-07-03,active
29ZVKTH2134R0Z2,ZVKTH2134R,Rao Mills,Ajay Rao,"No. 81, 3rd Cross, Jayanagar, Bengaluru - 560064",,Karnataka,Bengaluru Urban,proprietorship,manufacturing,+918660783488,ajay.rao@gmail.com,18-08-2022,2024-03-01,Suspended
,AVPCD7716J,Kamath Services,Priya Kamath,"No. 296, 4th Layout, Sarjapur Road, Bengaluru - 560037",,Karnataka,Bengaluru Rural,public_ltd,trading,+916095495204,priya.kamath@outlook.com,09/11/2004,26/01/2025,active
29ULMPU3160RVZF,ULMPU3160R,Tiwari Traders,,"No. 430, 5th Avenue, Hoodi, Bengaluru - 560068",560068,Karnataka,Bengaluru Urban,llp,technology,,,02/06/2022,27/04/2021,Struck Off
,LMOTX0163Y,Naidu Pvt Ltd,Arun Naidu,"No. 20, 4th Layout, Indiranagar, Bengaluru - 560058",560058,Karnataka,Bengaluru Urban,pvt_ltd,technology,,arun.naidu@rediffmail.com,2007-06-11,2026-12-03,active
29UYJAI4237EUZ0,,Swamy Technologies,Krishna Swamy,"No. 160, 2nd Main Road, MG Road, Bengaluru - 560005",560005,Karnataka,Bengaluru Urban,llp,trading,+916304135269,krishna.swamy@rediffmail.com,18/09/2013,17/02/2026,Active
,OQFAE1215E,Gupta Traders,,"No. 2, 2nd Main Road, Electronic City, Bengaluru - 560029",560029,Karnataka,Bengaluru Urban,proprietorship,technology,+918140091844,krishna.gupta@rediffmail.com,19-10-2010,30-01-2026,Live
29MINAC8899IRZZ,MINAC8899I,Iyer Solutions,Vinod Iyer,"No. 92, 1st Avenue, Basavanagudi, Bengaluru - 560092",560092,Karnataka,Bengaluru Rural,llp,services,+916734689139,vinod.iyer@gmail.com,11-03-2016,24/08/2026,Registered
29IXXAA6024BGZH,IXXAA6024B,Bhat Traders,,"No. 243, 5th Avenue, Electronic City, Bengaluru - 560064",560064,Karnataka,Bengaluru Urban,pvt_ltd,manufacturing,+919367718081,sunil.bhat@outlook.com,16-05-2004,18-07-2025,Registered
29PAVFW1973APZQ,PAVFW1973A,Patel Services,Venkatesh Patel,"No. 137, 1st Main Road, Hoodi, Bengaluru - 560017",560017,Karnataka,Bengaluru Rural,public_ltd,construction,,,11-11-2003,2020-06-29,Cancelled
29XECFS6010U5ZF,XECFS6010U,Prasad Technologies,Seema Prasad,"No. 362, 3rd Main Road, JP Nagar, Bengaluru - 560004",560004,Karnataka,Bengaluru Rural,pvt_ltd,technology,+918548219240,seema.prasad@rediffmail.com,25-08-2015,09-10-2026,active
29VAVHE5273ZIZD,VAVHE5273Z,Pai Constructions,Rohan Pai,"No. 396, 2nd Cross, Peenya, Bengaluru - 560008",560008,Karnataka,Bengaluru Urban,proprietorship,trading,+916295644356,,2016-02-05,02/05/2026,active
29IXEFJ1574TRZP,IXEFJ1574T,Menon Manufacturing,Sanjay Menon,"No. 248, 4th Cross, Malleshwaram, Bengaluru - 560078",560078,Karnataka,Bengaluru Urban,public_ltd,technology,+918795479405,sanjay.menon@rediffmail.com,25-11-2008,14-05-2023,Default in Filing
29IYZFZ7841ACZB,IYZFZ7841A,Singh Pvt Ltd,Mohan Singh,"No. 47, 2nd Main Road, Banashankari, Bengaluru - 560029",560029,Karnataka,Bengaluru Rural,partnership,construction,+919434669687,,2014-04-12,01/12/2025,Active
29VSLHR0475HBZF,VSLHR0475H,Shah Mills,Rajesh Shah,"No. 385, 4th Road, Mahadevapura, Bengaluru - 560079",560079,Karnataka,Bengaluru Urban,pvt_ltd,manufacturing,+918403031136,rajesh.shah@outlook.com,2018-12-01,30-11-2026,ACTIVE
,VMCTX1880K,Kamath Enterprises,,"No. 206, 4th Avenue, Bellandur, Bengaluru - 560092",560092,Karnataka,Bengaluru Urban,partnership,manufacturing,+917471895778,,08-01-2019,2024-11-21,Dormant
29DIYAI1874B2Z7,DIYAI1874B,Gowda Traders,Sanjay Gowda,"No. 173, 3rd Avenue, Banashankari, Bengaluru - 560037",560037,Karnataka,Bengaluru Urban,proprietorship,services,+917130365307,sanjay.gowda@yahoo.co.in,2004-03-29,10/10/2024,Default in Filing
29LHZTT2887Q2Z4,LHZTT2887Q,Reddy Technologies,Priya Reddy,"No. 372, 1st Cross, Peenya, Bengaluru - 560050",560050,Karnataka,Bengaluru Rural,public_ltd,trading,,,07-12-2010,19-01-2024,Default in Filing
29MTLTW7266FHZ0,MTLTW7266F,Kumar & Co.,,"No. 237, 5th Avenue, Marathahalli, Bengaluru - 560038",560038,Karnataka,Bengaluru Rural,llp,technology,,,02-05-2021,15/12/2025,Registered
29JLMTP2662B5ZV,JLMTP2662B,Verma Industries,Varun Verma,"No. 190, 3rd Cross, Peenya, Bengaluru - 560102",560102,Karnataka,Bengaluru Rural,llp,services,+916606134909,,27/11/2005,2025-05-07,active
29KFCFF8799RDZQ,,Mishra Solutions,Neha Mishra,"No. 273, 4th Main Road, Bommanahalli, Bengaluru - 560066",560066,Karnataka,Bengaluru Rural,llp,manufacturing,+916729184087,neha.mishra@yahoo.co.in,03/10/2018,2026-10-14,active
29QDQPT5406FUZ5,QDQPT5406F,Pai Services,Kavita Pai,"No. 371, 2nd Main Road, Basavanagudi, Bengaluru - 560060",560060,Karnataka,Bengaluru Rural,proprietorship,technology,+918328242697,,2014-11-10,2025-03-13,Active
29TRKAP8042WYZ1,TRKAP8042W,Gowda Exports,,"No. 21, 3rd Layout, Brookefield, Bengaluru - 560100",560100,Karnataka,Bengaluru Rural,llp,services,,ajay.gowda@yahoo.co.in,04/06/2009,20-10-2026,active
29BXMCY2247WHZ2,BXMCY2247W,Jain Enterprises,,"No. 186, 3rd Cross, KR Puram, Bengaluru - 560048",560048,Karnataka,Bengaluru Urban,public_ltd,services,,kiran.jain@gmail.com,2013-08-03,23/09/2025,Active
29STZHP6131QNZO,STZHP6131Q,Bhat Pvt Ltd,Krishna Bhat,"No. 343, 1st Cross, MG Road, Bengaluru - 560050",560050,Karnataka,Bengaluru Urban,partnership,technology,+917216711456,,31/01/2009,13-02-2024,Suspended
29CIBAR8507OFZF,CIBAR8507O,Swamy Corporation,Kiran Swamy,"No. 234, 2nd Road, Varthur, Bengaluru - 560097",560097,Karnataka,Bengaluru Rural,proprietorship,construction,,kiran.swamy@outlook.com,16/04/2002,2023-03-16,Inactive
29MLMPR5520N7ZS,MLMPR5520N,Kamath Enterprises,Sohan Kamath,"No. 308, 3rd Layout, Banashankari, Bengaluru - 560103",560103,Karnataka,Bengaluru Urban,partnership,manufacturing,+917559282253,sohan.kamath@outlook.com,2021-11-14,06/06/2026,Active
29METTJ0836F6ZE,METTJ0836F,Pai Exports,Neha Pai,"No. 53, 3rd Extension, Hebbal, Bengaluru - 560068",560068,Karnataka,Bengaluru Urban,partnership,trading,+918313116354,,16/10/2011,13/09/2021,Dissolved
29DIJTK4434Y3ZQ,DIJTK4434Y,Shetty Agency,,"No. 104, 2nd Street, Varthur, Bengaluru - 560002",560002,Karnataka,Bengaluru Rural,proprietorship,manufacturing,+917804357764,rohan.shetty@rediffmail.com,2010-11-27,07-05-2026,active
29PYYTM6942T3Z6,PYYTM6942T,Shah Manufacturing,,"No. 473, 3rd Road, Yelahanka, Bengaluru - 560048",560048,Karnataka,Bengaluru Rural,pvt_ltd,services,+918809788555,,11-09-2011,26-10-2025,Live
29AUBTW7937XBZK,AUBTW7937X,Kamath Brothers,Pooja Kamath,"No. 498, 3rd Cross, Bellandur, Bengaluru - 560025",560025,Karnataka,Bengaluru Urban,public_ltd,manufacturing,,pooja.kamath@outlook.com,02-09-2014,12/08/2026,Registered
29QTOAY1158SCZ4,QTOAY1158S,Kamath Agency,Sunita Kamath,"No. 38, 2nd Street, Malleshwaram, Bengaluru - 560092",560092,Karnataka,Bengaluru Rural,llp,trading,,sunita.kamath@yahoo.co.in,01/10/2006,30-10-2021,Closed
29LRUAL8751EBZ6,LRUAL8751E,Reddy Technologies,,"No. 168, 3rd Main Road, Koramangala, Bengaluru - 560047",560047,Karnataka,Bengaluru Urban,llp,manufacturing,,raghav.reddy@outlook.com,10/05/2009,26/03/2026,Active
29FUPPC9555F7ZV,FUPPC9555F,Kulkarni Services,Varun Kulkarni,"No. 260, 3rd Layout, ITPL Main Road, Bengaluru - 560008",560008,Karnataka,Bengaluru Rural,proprietorship,services,+919903491330,varun.kulkarni@rediffmail.com,24/06/2017,09-10-2025,Active
,QIDCF5116Y,Nair Exports,,"No. 422, 2nd Layout, Banashankari, Bengaluru - 560079",560079,Karnataka,Bengaluru Urban,pvt_ltd,construction,+918997818114,sanjay.nair@rediffmail.com,23-11-2011,27/01/2025,Registered
,AMTCN0355F,Pillai Industries,Manoj Pillai,"No. 496, 4th Layout, Indiranagar, Bengaluru - 560005",560005,Karnataka,Bengaluru Rural,llp,construction,+916166349163,,2008-10-20,2025-05-13,Active
29FCCHJ8121VTZX,FCCHJ8121V,Gupta Technologies,Neha Gupta,"No. 339, 2nd Extension, Basavanagudi, Bengaluru - 560055",560055,Karnataka,Bengaluru Urban,pvt_ltd,construction,+916679068230,neha.gupta@outlook.com,03-06-2008,10/04/2022,Cancelled
29ZLGHD7653FVZZ,ZLGHD7653F,Rao Associates,Nagaraj Rao,"No. 401, 3rd Layout, Koramangala, Bengaluru - 560037",560037,Karnataka,Bengaluru Urban,partnership,technology,+918098171345,,31-10-2017,2026-11-28,active
29UFTAT7550REZX,UFTAT7550R,Murthy Solutions,,"No. 440, 5th Main Road, Sarjapur Road, Bengaluru - 560085",560085,Karnataka,Bengaluru Urban,proprietorship,trading,+916829929984,kavita.murthy@yahoo.co.in,11/05/2003,15/11/2024,Inactive
29FTPPB7141ZFZP,FTPPB7141Z,Tiwari Engineers,Arun Tiwari,"No. 37, 2nd Cross, Basavanagudi, Bengaluru - 560034",560034,Karnataka,Bengaluru Urban,proprietorship,technology,+916179146701,arun.tiwari@rediffmail.com,2021-02-17,2023-11-02,Dormant
,OPDTK8908I,Murthy Works,Deepa Murthy,"No. 53, 1st Street, Peenya, Bengaluru - 560030",560030,Karnataka,Bengaluru Rural,public_ltd,trading,+918868946827,deepa.murthy@rediffmail.com,01/10/2014,15/09/2023,Default in Filing
